name,name_en,railway,ele,operator_t,layer,addr_full,addr_city,source,name_hi,name_ta,osm_id,osm_type,geometry
Banisar,,station,,,,,,,,,1910223237,nodes,POINT (73.894118 28.0670125)
Deswal,,station,,,,,,,,,1942486354,nodes,POINT (73.8873115 26.8436167)
Palana,,station,,,,,,,,,1942486360,nodes,POINT (73.2729363 27.8524127)
Khunkhuna,,station,,,,,,,,,1942875681,nodes,POINT (74.4927199 27.2779872)
Napasar,,station,,,,,,,,,360366732,nodes,POINT (73.5637013 27.9810152)
Gotan,,station,,,,,,,,,2189862833,nodes,POINT (73.7379902 26.6526809)
Marwar Balia,,station,,,,,,,,,1942875718,nodes,POINT (74.5454744 27.3584004)
Parhihara,,station,,,,,,,,,1942875733,nodes,POINT (74.5497574 27.9214219)
Hunasenahalli,,station,,,,,,,,,2559416716,nodes,POINT (77.9467135 13.4003265)
Chintamani,,station,,,,,,,,சிந்தாமணி,2559419936,nodes,POINT (78.0539956 13.4109883)
Hebbal,,station,,,,,,,,,2967312447,nodes,POINT (77.5862489 13.0425476)
Banaswadi,,station,,,,,,,,,443807288,nodes,POINT (77.6281321 13.0058357)
Chikballapur,,station,,,,,,,,,737744285,nodes,POINT (77.7321433 13.4274405)
Sidlagatta,,station,,,,,,,,,1404460876,nodes,POINT (77.8641538 13.3920709)
Srinivasapura,,station,,,,,,,श्रीनिवासपुर,,4142582908,nodes,POINT (78.2067074 13.3288336)
Toppur,,station,,,,,,bing,,,4688900455,nodes,POINT (78.0700793 11.9315838)
Bisanattam,,station,,,,,,,,,248543525,nodes,POINT (78.2498583 12.8422451)
Patchur,,station,,,,,,,,,248543770,nodes,POINT (78.4697329 12.5865309)
Dasampatti,,station,,,,,,,,,5615288613,nodes,POINT (78.4396477 12.2519985)
Buddireddippatti,,station,,,,,,,,,5616004256,nodes,POINT (78.3137514 12.0463079)
Bommidi,,station,,,,,,,बोम्मिडि,பொம்மிடி,5616004257,nodes,POINT (78.2459633 11.984149)
Sivadi,,station,,,,,,,,,6017330755,nodes,POINT (78.1182781 12.0390657)
Gudupulli,,station,,,,,,,,,6064300323,nodes,POINT (78.2747707 12.8034773)
Kazipet Junction,,station,,,,,,,,,5409557426,nodes,POINT (79.5112685 17.9748271)
Faridabad,,station,,,,,,,,,1572649890,nodes,POINT (77.3070774 28.4107617)
Kasargod,,station,,,,,,,,,1141008004,nodes,POINT (74.9877613 12.4914722)
Malliyala,,station,,,,,,,,,603465448,nodes,POINT (77.7753409 15.3969207)
Linganenidoddi,,station,,,,,,,,,2526937222,nodes,POINT (77.7030377 15.3989572)
Nagarur,,station,,,,,,,,,2527980610,nodes,POINT (77.3136308 15.5428674)
Kalayat,,station,,,,,,,,,2629256394,nodes,POINT (76.2281685 29.678942)
Sajuma,,station,,,,,,,,,2629261070,nodes,POINT (76.2958719 29.7267534)
Pehowa Road,,station,,,,,,,,,2636626122,nodes,POINT (76.6210932 29.8840783)
Bhopalka,,station,,,,,,,,,5778923681,nodes,POINT (69.3686012 22.1226506)
Dhirpur,,station,,,,,,,,,345195495,nodes,POINT (76.8444394 30.0664157)
Pendekallu Junction,,station,,,,,,,,,603465403,nodes,POINT (77.6485895 15.3743039)
Hansi,,station,,,,,,,हांसी,,1943016470,nodes,POINT (75.9474465 29.0881334)
Naloi Barwa,,station,,,,,,,,,1944510141,nodes,POINT (75.6241333 28.9635296)
Dhamtan Sahib,,station,,,,,,,,,3184988384,nodes,POINT (76.0062911 29.6873919)
Dharodi,,station,,,,,,,,,3184988387,nodes,POINT (76.0559201 29.6396593)
Pirthala Lalauda,,station,,,,,,,,,3684738312,nodes,POINT (75.8666908 29.6233301)
Okha Madhi,,station,,,,,,,,,5778923742,nodes,POINT (69.1039797 22.0952919)
Chegunta,,station,,,,,,,,,2959802437,nodes,POINT (77.3015629 16.4857373)
Chiksugur,,station,,,,,,,,,2970003323,nodes,POINT (77.3448444 16.3359279)
Kulgachia,,station,,,,,,,,,6186391878,nodes,POINT (88.0205997 22.472091)
Kita,,station,,,,,,,,,1317054202,nodes,POINT (85.7608427 23.3641962)
Thiruvananthapuram Central,,station,,,,,,,तिरुवनंतपुरम सेंट्रल,திருவனந்தபுரம் சென்ட்ரல்,10255800219,nodes,POINT (76.9526408 8.4870167)
Nandyal,,station,,,,,,,नंद्याल जंक्शन,,732205732,nodes,POINT (78.4704598 15.4692214)
Vanchi Maniyachchi Junction,,station,,,,,,,वान्ची मणियाच्चि जंक्शन,வாஞ்சி மணியாச்சி சந்திப்பு,5349727248,nodes,POINT (77.891377 8.881039)
Milavittan,,station,,,,,,,मीलविट्टान,மீௗவிட்டான்,5349727264,nodes,POINT (78.0877263 8.811644)
Kikakui Road,,station,,,,,,,,,5078667809,nodes,POINT (73.4926457 21.129503)
Valliyur,,station,,,,,,,,வள்ளியூர்,4543308096,nodes,POINT (77.6142866 8.3768343)
Janpath,Janpath,station,,,,,,,जनपथ,,9584236507,nodes,POINT (77.2192587 28.6240485)
Kharwa Chanda,,station,,,,,,,,,8245773251,nodes,POINT (73.8116709 24.417088)
Jolarpettai Junction,,station,,,,,,,जोलारपेट्टै जंक्शन,ஜோலார்பேட்டை சந்திப்பு,5311732452,nodes,POINT (78.5783902 12.5639905)
Gubbi,,station,,,,,,,,,794150286,nodes,POINT (76.9387568 13.3214083)
Tumakuru,,station,,,,,,,तुमकुर,தும்கூர்,853131485,nodes,POINT (77.101958 13.333899)
Magudanchavadi,,station,,,,,,,,,1114856418,nodes,POINT (77.9877116 11.5514013)
Banasandra,,station,,,,,,,,,1801510237,nodes,POINT (76.6606063 13.2655514)
Nittur,,station,,,,,,,,,1818651789,nodes,POINT (76.8559516 13.3026477)
Maynapur,,station,,,,,,,,,2163894917,nodes,POINT (87.498611 23.0037127)
Hirehalli,,station,,,,,,,,,389475413,nodes,POINT (77.1887827 13.2806649)
Totiyapalayam,,station,,,,,,,,தொட்டிப்பாளயம்,1114856467,nodes,POINT (77.6811652 11.2919975)
Aralaguppe,,station,,,,,,,,,2266574834,nodes,POINT (76.6134466 13.2532244)
Kattur,,station,,,,,,,,,2634373103,nodes,POINT (78.8555355 10.8961006)
Mallur,,station,,,,,,,,,6022434015,nodes,POINT (78.1348392 11.5541222)
Pullampadi,,station,,,,,,,,,1926969492,nodes,POINT (78.9171105 10.9396803)
Lamana,,station,,,,,,,,,2188155690,nodes,POINT (74.4670059 26.2465973)
Guler,,station,,,,,,,गुलेर,,2357205851,nodes,POINT (76.151316 32.0047724)
Vishnupuram,,station,,,,,,,,,2962456918,nodes,POINT (79.6372927 16.7097597)
Titte,,station,,,,,,,,,5300821212,nodes,POINT (79.1817582 10.8375519)
Kondrapol,,station,,,,,,,,,2962456917,nodes,POINT (79.6010391 16.7853096)
Chityala,,station,,,,,,,,,3801421097,nodes,POINT (79.1358078 17.2220875)
Vellore Cantonment,,station,,,,,,,वेलूर छावनी,வேலூர் கண்டோன்மெண்ட்,5301740207,nodes,POINT (79.1278469 12.910651)
Ramanathapuram,,station,,,,,,,रामनाथपुरम,இராமநாதபுரம்,5305955338,nodes,POINT (78.8375276 9.3588632)
Srivaikuntam,,station,,,,,,,,ஸ்ரீவைகுண்டம்,5351690553,nodes,POINT (77.9058407 8.6227368)
Tandur,,station,,,,,,,,,702181539,nodes,POINT (77.5841263 17.2509364)
Bindki Road,,station,,,,,,,,,1179150266,nodes,POINT (80.5807667 26.1165351)
Dhubri,Dhubri,station,,,,,,,धुबड़ी,,7099895549,nodes,POINT (89.9779442 26.0228197)
Nidamangalam Junction,,station,,,,,,,नीडामगलम,நீடாமங்கலம்,5303104583,nodes,POINT (79.4138444 10.7737675)
Gangatikuri,,station,,,,,,,,,2163895210,nodes,POINT (88.0878908 23.7184197)
Osmanabad,,station,,,,,,,,,2062209006,nodes,POINT (76.0229299 18.2478435)
Hatia,Hatia,station,650,,,,,,हटिया,,9231992300,nodes,POINT (85.3084951 23.3094048)
Purulia Junction,,station,,,,,,,,,1317706987,nodes,POINT (86.3779801 23.325579)
Subhash Nagar,,station,,,,,,,सुभाष नगर,,11371112355,nodes,POINT (79.0420532 21.1233162)
LAD College,,station,,,,,,,,,11371112353,nodes,POINT (79.054798 21.1329162)
Ambazari Lake,,station,,,,,,,,,11371112354,nodes,POINT (79.0457448 21.1286919)
Shankar Nagar Square,,station,,,,,,,,,11371112352,nodes,POINT (79.0616442 21.1362125)
Ponpadi,,station,,,,,,,,,5276343417,nodes,POINT (79.5889343 13.239337)
Marudalam,,station,,,,,,,,,5310778047,nodes,POINT (79.3967347 12.9966478)
Puttur,,station,,,,,,,,புத்தூர்,5311732456,nodes,POINT (79.5527833 13.4398525)
Chalala,,station,,,,,,,,,1065469876,nodes,POINT (71.1617694 21.415134)
Unchaulia,,station,,,,,,,,,8999686380,nodes,POINT (80.0683067 27.8102829)
Mathur,,station,,,,,,,,,5303165678,nodes,POINT (79.2061625 11.3185214)
Kallagam,,station,,,,,,,,,5303839986,nodes,POINT (79.005033 11.0251802)
Melpattambakkam,,station,,,,,,,,,5300620016,nodes,POINT (79.6243363 11.785398)
Nellikuppam,,station,,,,,,,,,5300620018,nodes,POINT (79.6699222 11.7737083)
Veeravasaram,,station,,,,,,,,,2965547537,nodes,POINT (81.6327093 16.5421468)
Mandavalli,,station,,,,,,,,,2965578395,nodes,POINT (81.161107 16.518662)
Surareddipalem,,station,,,,,,,,,2526169012,nodes,POINT (80.0460191 15.4081379)
Tanguturu,,station,,,,,,,,,708875370,nodes,POINT (80.0335293 15.3377457)
Chovvara,,station,,,,,,,,,4825023202,nodes,POINT (76.3722718 10.1329777)
Bonakalu,,station,,,,,,,,,781951108,nodes,POINT (80.263411 17.0293599)
Alapadu,,station,,,,,,,,,6167725023,nodes,POINT (81.3218291 16.5781517)
Tada,,station,,,,,,,,,5311732628,nodes,POINT (80.036079 13.5885437)
Tettu,,station,,,,,,,,,708875652,nodes,POINT (80.0055942 15.0431202)
Perunguzhi,,station,,,,,,,,,5764348902,nodes,POINT (76.8081619 8.6317315)
Veppampattu,,station,,,,,,,,,5310778036,nodes,POINT (79.9984223 13.1235994)
Tiruninravur,,station,,,,,,,,,5286998286,nodes,POINT (80.0297436 13.123994)
Sevvapet Road,,station,,,,,,,,,5310778038,nodes,POINT (79.9660618 13.1252677)
Cochin Harbour Terminus,,station,,,,,,,,,732425300,nodes,POINT (76.2676188 9.9602949)
Indira Nagar,,station,,,,,,,,இந்திரா நகர்,5311755238,nodes,POINT (80.249716 12.9960623)
Kumaranalloor,,station,,,,,,,,,5253929163,nodes,POINT (76.5321639 9.6170199)
Munumaka,,station,,,,,,,,,2967452135,nodes,POINT (79.9808181 16.1898978)
Tripunittura,,station,,,,,,,,,1190898883,nodes,POINT (76.3526309 9.9497664)
Mayyanad,,station,,,,,,,,,334652322,nodes,POINT (76.6476808 8.8380291)
Lalgola,,station,,,,,,,,,7630431338,nodes,POINT (88.2580206 24.421361)
Tirunettur,,station,,,,,,,,,4824919682,nodes,POINT (76.3085098 9.9342399)
Cheppad Halt Station,,station,,,,,,,,,1474316231,nodes,POINT (76.4768113 9.2330076)
Ponmalai (Golden Rock),,station,,,,,,,,,5300868168,nodes,POINT (78.7104342 10.7915686)
Manjattidal,,station,,,,,,,,,5300868166,nodes,POINT (78.7316938 10.7926541)
Kulithalai,,station,,,,,,,,குளித்தலை,4112304449,nodes,POINT (78.4210459 10.9335519)
Tiruchchuli,,station,,,,,,,,,5306231354,nodes,POINT (78.1984023 9.5377389)
Srirangam,,station,,,,,,,,,5303840008,nodes,POINT (78.6959617 10.8577026)
Sudiyur,,station,,,,,,,सूडियूर,சூடியூர்,5324862243,nodes,POINT (78.4859789 9.600482)
Lalgudi,,station,,,,,,,,,5303840006,nodes,POINT (78.8153244 10.8754197)
Samayanallur,Samayanallur,station,,,,,,,समयनल्लुर,சமயநல்லூர்,5338159679,nodes,POINT (78.0336061 9.9820699)
Tiruppuvanam,,station,,,,,,,,,5353573491,nodes,POINT (78.2594924 9.8218179)
Paramakkudi,,station,,,,,,,परमक्कुडि,பரமக்குடி,5305909311,nodes,POINT (78.5910826 9.5394619)
Arantangi,,station,,,,,,,,அறந்தாங்கி,5303104522,nodes,POINT (79.0033283 10.1721042)
Sivarakottai,,station,,,,,,,,,5338756173,nodes,POINT (77.9864872 9.7398735)
Pettaivaytalai,,station,,,,,,,,,6026329110,nodes,POINT (78.4935405 10.8988575)
Vaiyampatti,,station,,,,,,,,,5315603268,nodes,POINT (78.3085888 10.5433805)
Eriodu,,station,,,,,,,,,6026468163,nodes,POINT (78.0567549 10.5157226)
Ambalappuzha,,station,,,,,,,,அம்பலப்புழா,2078446831,nodes,POINT (76.3627219 9.3862866)
Chingavanam,,station,,,,,,,,,5849846549,nodes,POINT (76.5253789 9.5292309)
Pambakovil Shandy,,station,,,,,,,,,5338934710,nodes,POINT (77.4306436 9.130512)
Kanjiramattam,,station,,,,,,,,,4825232030,nodes,POINT (76.4123043 9.8619389)
Kottayam,,station,,,,,,,,கோட்டயம்,1365686053,nodes,POINT (76.5322834 9.5944777)
Vaikam Road,,station,,,,,,,,,4825504648,nodes,POINT (76.4744489 9.7778824)
Karunagapalli railway station,,station,,,,,,,,,1890599665,nodes,POINT (76.5446447 9.0652253)
Adirampattinam,,station,,,,,,,,அதிராம்பட்டினம்,4261047361,nodes,POINT (79.384877 10.3319451)
Uchippuli,,station,,,,,,,उच्चिप्पुलि,உச்சிப்புளி,5305955340,nodes,POINT (79.0124293 9.308832)
Pattukkottai,,station,,,,,,,,பட்டுக்கோட்டை,5302919561,nodes,POINT (79.3205603 10.4162901)
Narikkudi,,station,,,,,,,,,5239465206,nodes,POINT (78.2998824 9.59257)
Melakkonnakkulam,,station,,,,,,,मेलक़ोन्नक्कुलम,மேலகொன்னக்குளம்,5305909298,nodes,POINT (78.4663467 9.7323367)
Sattirakkudi,,station,,,,,,,सत्तिरक्कुडि,சத்திரக்குடி,5305909313,nodes,POINT (78.7053036 9.4009728)
Tiruverumbur,,station,,,,,,,,திருவெறும்பூர்,5300868165,nodes,POINT (78.7765678 10.787533)
Kuruppanthara,,station,,,,,,,,,4825232032,nodes,POINT (76.5104911 9.7350762)
Devakottai Road,,station,,,,,,,देवकोट्टै रोड,தேவகோட்டை ரோடு,5305909275,nodes,POINT (78.7622216 10.0380356)
Aiyanapuram,,station,,,,,,,,,5300868159,nodes,POINT (78.9388004 10.7878656)
Kadayanallur,,station,,,,,,,,,353052107,nodes,POINT (77.3629798 9.0856852)
Budalur,,station,,,,,,,,,5300868131,nodes,POINT (78.9810094 10.7828722)
Ammapet,,station,,,,,,,,,5303104568,nodes,POINT (79.324827 10.7789605)
Ayyampet,,station,,,,,Ayyampettai,,,,5300821201,nodes,POINT (79.2074454 10.896807)
Tondamanpatti,,station,,,,,,,,,5300868161,nodes,POINT (78.8225853 10.7861163)
Alakkudi,,station,,,,,,,,,5300868130,nodes,POINT (79.0528726 10.7772662)
Saliyamangalam,,station,,,,,,,,சாலியமங்கலம்,5303104550,nodes,POINT (79.275277 10.7796359)
Pasupatikovil,,station,,,,,Pasupathikovil,,,,5232624554,nodes,POINT (79.1911775 10.8826518)
Muttasaranallur,,station,,,,,,,,,5585526150,nodes,POINT (78.6484358 10.866458)
Lalapet,,station,,,,,,,,,6025355809,nodes,POINT (78.3397983 10.9514935)
Mannargudi,,station,,,,,,,मन्नारगुडी,மன்னார்குடி,5303104596,nodes,POINT (79.4553714 10.675141)
Kulathur,,station,,,,,,,,,6026478555,nodes,POINT (78.009917 10.4348038)
St fatak,,station,,,,,,,,,11150049345,nodes,POINT (70.5294603 21.6622147)
Lakhamanchi,,station,,,,,,,,,5745062194,nodes,POINT (71.1485686 22.5717042)
Daladi,,station,,,,,,,,,5745062164,nodes,POINT (71.0701421 22.5852012)
Tirunelveli Town,,station,,,,,,,,,5351690319,nodes,POINT (77.6868543 8.7200862)
Pettai,,station,,,,,,,,,5351690322,nodes,POINT (77.6537065 8.7189347)
Gangaikondan,,station,,,,,,,,கங்கைகொண்டான்,5351186330,nodes,POINT (77.7842547 8.8291191)
Pandiyapuram,,station,,,,,,,पांडियपुरम,பாண்டியபுரம்,5349727249,nodes,POINT (77.9390634 8.862358)
Tattapparai,,station,,,,,,,तट्टप्पारै,தட்டப்பாரை,5349727251,nodes,POINT (78.0231972 8.827761)
Pavurchutram,,station,,,,,,,,,2085407352,nodes,POINT (77.3759299 8.9150913)
Polireddipalem,,station,,,,,,,,,5311732631,nodes,POINT (79.9798322 13.759228)
Kalikiri,,station,,,,,,,,,732235218,nodes,POINT (78.8001909 13.6438615)
Chandragiri,,station,,,,,,,,,1722994532,nodes,POINT (79.3122779 13.6117116)
Ramapuram,,station,,,,,,,,,2967150483,nodes,POINT (79.1794325 13.098106)
Kurabalakota,,station,,,,,,,,,2967129687,nodes,POINT (78.4854262 13.66719)
Mungilipattu,,station,,,,,,,,,2967126464,nodes,POINT (79.2412453 13.5563934)
Anavardikhanpettai,,station,,,,,,,,,5273584429,nodes,POINT (79.567244 13.050776)
Dhanuvachapuram,,station,,,,,,,,,979109081,nodes,POINT (77.1258416 8.3783066)
Sri Kalahasti,,station,,,,,,,,,2385357881,nodes,POINT (79.6832591 13.7458324)
Tiruchendur,,station,,,,,,,,திருச்செந்தூர்,706924007,nodes,POINT (78.1173 8.5024637)
Kayalpattinam,,station,,,,,,,,,5351826024,nodes,POINT (78.1003644 8.5677868)
Nagari,,station,,,,,,,,,5311732454,nodes,POINT (79.5796063 13.3069858)
Arumuganeri,,station,,,,,,,,,5351825019,nodes,POINT (78.092 8.5794484)
Taduku,,station,,,,,,,,,5311732457,nodes,POINT (79.5303234 13.4973608)
Thathankulam,,station,,,,,,,,,5351690542,nodes,POINT (77.8411086 8.6298819)
Talaiyuthu,,station,,,,,,,,தாழையுத்து,5351186334,nodes,POINT (77.7302314 8.7842548)
Sengulam,,station,,,,,,,,,6047894114,nodes,POINT (77.6829557 8.6067941)
Melattur,,station,,,,,Melattur,,,,6027883178,nodes,POINT (76.2727511 11.0652277)
Hosur,,station,,,,,,,,ஓசூர்,367460634,nodes,POINT (77.8229481 12.7183361)
Kuttippuram,,station,,,,,,,,,5996987921,nodes,POINT (76.0336891 10.845624)
Nanguneri,,station,,,,,,,,நாங்குநேரி,353002619,nodes,POINT (77.6632221 8.4898391)
Pattambi,,station,,,,,,,,,5996323161,nodes,POINT (76.1809281 10.8022383)
Manigram,,station,,,,,,,,,1175313559,nodes,POINT (88.1080981 24.3431422)
Kaniyapuram,,station,,,,,,,,,295423775,nodes,POINT (76.854403 8.5874032)
Hindu College,,station,,,,,,,,இந்துக் கல்லூரி,5274201067,nodes,POINT (80.0744298 13.1184826)
Amalanagar,,station,,,,,,,,,10252989480,nodes,POINT (76.1721993 10.5620859)
Adihalli,,station,,,,,,,,,4838807292,nodes,POINT (76.3259959 13.2961129)
Arakkonam Junction,,station,,,,,,,,அரக்கோணம் சந்திப்பு,5273664184,nodes,POINT (79.6685253 13.0823386)
Kurumbur,,station,,,,,,,,,5351824969,nodes,POINT (78.0394315 8.5856868)
Nazareth,,station,,,,,,,,,5351824938,nodes,POINT (77.9758266 8.5643969)
Alwar Tirunagari,,station,,,,,,,,,5351824965,nodes,POINT (77.9427499 8.6015776)
Tiruttani,,station,,,,,,,,,5286998287,nodes,POINT (79.6121808 13.1792949)
Muthalamada,,station,,,,,,,,,5353162332,nodes,POINT (76.7730559 10.6280011)
Etakkot,,station,,,,,,,,,5997795441,nodes,POINT (75.4437585 11.8060192)
Pappinisseri,,station,,,,,,,,,2587684539,nodes,POINT (75.3470261 11.9422912)
Tozhuppedu,,station,,,,,,,,,5287023929,nodes,POINT (79.7847371 12.368915)
Kandambakkam,,station,,,,,,,,,5303165642,nodes,POINT (79.4554807 11.8983376)
Valapattanam,,station,,,,,,,,,1712306275,nodes,POINT (75.3463714 11.9273761)
Olakur,,station,,,,,,,,,5276145853,nodes,POINT (79.7209364 12.3049348)
Tikkotti,,station,,,,,,,,,4825488169,nodes,POINT (75.6262971 11.4898203)
Uttangalmangalam,,station,,,,,,,,,5302069336,nodes,POINT (79.4311559 11.5400932)
Jagannath Temple Gate,,station,,,,,,,,,2989186895,nodes,POINT (75.5081822 11.7385768)
Chemancheri,,station,,,,,,,,,4764007222,nodes,POINT (75.7192433 11.4056131)
Pugalur,,station,,,,,,,,,367556529,nodes,POINT (77.9916143 11.0514132)
Thalassery,,station,,,,,,,,,1668653265,nodes,POINT (75.4923063 11.7538929)
Kutralam,,station,,,,,,,,குத்தாலம்,5300783981,nodes,POINT (79.5571951 11.0699202)
Railway station,,station,,,,,,,,,10946079482,nodes,POINT (79.7280992 11.2427327)
Nidur,,station,,,,,,,,,5300704885,nodes,POINT (79.6454261 11.1276246)
Kannur South,,station,,,,,,,,,5997827281,nodes,POINT (75.4003216 11.8668901)
Khaigaon,,station,,,,,,,,,4961308350,nodes,POINT (76.4778113 22.0062137)
Kallidaikurichi,,station,,,,,,,,,5351690389,nodes,POINT (77.4651097 8.6808989)
Aralvaymozhi,,station,,,,,,,,,353002340,nodes,POINT (77.5279284 8.2483557)
Gadiganuru,,station,,,,,,,,,1153240249,nodes,POINT (76.5992329 15.2185465)
Ranjitpura,,station,,,,,,,,,738269167,nodes,POINT (76.5995537 15.0561105)
Dalapatisamudram,,station,,,,,,,,,6047867257,nodes,POINT (77.6382558 8.4310991)
Seydunganallur,,station,,,,,,,,,5351690505,nodes,POINT (77.8244303 8.6630844)
West Hill,,station,,,,,,,,,1800658948,nodes,POINT (75.7650382 11.2851634)
Edamann,,station,,,,,,,,,5338935839,nodes,POINT (76.982413 9.0071677)
Punalur,,station,,,,,,,,புனலூர்,5338935840,nodes,POINT (76.9164366 9.0227095)
Auvaneeswaram,,station,,,,,,,,,1083771540,nodes,POINT (76.8520854 9.0352276)
Ochira,,station,,,,,Oachira,,,,10255800221,nodes,POINT (76.5251596 9.1318373)
Kottarakara,,station,,,,,,,,,5349398263,nodes,POINT (76.765871 9.0002635)
Mulanturutti,,station,,,,,,,,,5253929167,nodes,POINT (76.3906682 9.8977739)
Chottanikkara Road,,station,,,,,Kureekkad,,,,4825232028,nodes,POINT (76.3759783 9.9244744)
Samalkot Junction,,station,,,,,,,,,726377237,nodes,POINT (82.1689895 17.0453164)
Khallikot,,station,,,,,,,,,6801253146,nodes,POINT (85.1277618 19.611017)
Balangir Junction,,station,,,,,,,,,1342435695,nodes,POINT (83.4943334 20.6891742)
Bhusandpur,,station,,,,,,,,,6801166305,nodes,POINT (85.4772096 19.9528387)
Katphal,,station,,,,,,,,,5149306800,nodes,POINT (74.5958191 18.2330554)
Lonand,,station,,,,,,,,,1604806182,nodes,POINT (74.1902209 18.0406799)
Nira,,station,,,,,,,,,1604806183,nodes,POINT (74.208078 18.1054456)
Chirmiri,,station,,,,,,,,,910649003,nodes,POINT (82.3498026 23.1898407)
Tiger Hill,,station,,,,,,,,,910781008,nodes,POINT (82.3892976 23.2402788)
Karanja,,station,,,,,,,,,1809954056,nodes,POINT (77.4812476 20.4919745)
Magardoh,,station,,,,,,,,,6189671247,nodes,POINT (77.8942027 22.2455699)
Khanapur Junction,,station,,,,,,,,,710027160,nodes,POINT (77.3842209 17.9424998)
Pullampet,,station,,,,,,,,,2527679022,nodes,POINT (79.2052095 14.1205158)
Cherlopalli,,station,,,,,,,चेलौपल्लि,,7512326464,nodes,POINT (79.3992716 14.1420559)
Dantan,,station,,,,,,,,,1361560388,nodes,POINT (87.284002 21.9305544)
Tomka Jn.,,station,,,,,,,,,1494045323,nodes,POINT (85.9761779 21.1077362)
Saragbundia,,station,,,,,,,,,2049342120,nodes,POINT (82.7328694 22.2137774)
Kata Road,,station,,,,,,,,,6200698449,nodes,POINT (77.112041 20.1855922)
Hagari,,station,,,,,,,,,5764377157,nodes,POINT (77.0552612 15.1510967)
Rajanukunte,,station,,,,,,,,,5303386567,nodes,POINT (77.5655922 13.1746304)
Avuladatla,,station,,,,,,,,,6120483061,nodes,POINT (76.9740174 14.6897588)
Banosa,,station,,,,,,,,,2061738673,nodes,POINT (77.3261342 20.9221016)
Valliveru,,station,,,,,,,,,2525420366,nodes,POINT (80.6060268 16.189668)
Sant Gadge Baba Yavatmal Railway Station,,station,,,,,Yavatmal,,,,10777422734,nodes,POINT (78.0912786 20.3668358)
Pattabiram Military Siding,,station,,,,,,,,,262308384,nodes,POINT (80.0601177 13.1373759)
Pattabiram E Depot,,station,,,,,,,,,5274212914,nodes,POINT (80.0686194 13.1460141)
Bacheli,,station,,,,,,,,,1341653089,nodes,POINT (81.2387081 18.7038788)
Karavadi,,station,,,,,,,,,1194197958,nodes,POINT (80.1135316 15.5526462)
Padugupadu,,station,,,,,,,,,1493882442,nodes,POINT (79.990046 14.4980674)
Venkatagiri,,station,,,,,,,,,1844931498,nodes,POINT (79.6044871 13.9442505)
Vedayapalem,,station,,,,,,,,,1070247123,nodes,POINT (79.9574923 14.4053077)
Kalamassery,,station,,,,,,,,,4760503121,nodes,POINT (76.3272102 10.0623617)
Keolari,,station,,,,,,,केवलारी,,2039093406,nodes,POINT (79.9091741 22.3751368)
Ghunsore,,station,,,,,,,घंसौर,,6130404835,nodes,POINT (79.9545903 22.6556304)
Kokpara,,station,,,,,,,,,654096682,nodes,POINT (86.634545 22.4747948)
Desari,,station,,,,,,,,,1780321390,nodes,POINT (85.4085831 25.6678427)
Chakmakrand,,station,,,,,,,,,8999700651,nodes,POINT (85.2742605 25.6977637)
Venkatachalam,,station,,,,,,,,,1070247119,nodes,POINT (79.9273263 14.3270809)
Nukapalli Mallial,,station,,,,,,,,,2962222164,nodes,POINT (78.9201652 18.7058534)
Honnavalli Road,,station,,,,,,,,,1976851798,nodes,POINT (76.3683093 13.2753915)
Thokur,,station,,,,,,,,,2591684348,nodes,POINT (74.8295413 12.9634227)
Uppala,,station,,,,,,,,,4825488170,nodes,POINT (74.9064473 12.6703768)
Sindi,,station,,,,,,,,,2100206428,nodes,POINT (78.8832426 20.8156785)
Hinganghat,,station,,,,,,,,,774645274,nodes,POINT (78.8331636 20.542611)
Narimogaru,,station,,,,,,,,,6087290399,nodes,POINT (75.2921166 12.7457355)
Jammikunta,,station,,,,,,,,,2139167218,nodes,POINT (79.4766883 18.2900298)
Parasia,,station,,,,,,,,,6208572954,nodes,POINT (78.7640139 22.1933175)
Ammasandra,,station,,,,,,,,,1801510305,nodes,POINT (76.7120658 13.2649378)
Cheekategalapalem,,station,,,,,,,,,2526939008,nodes,POINT (79.6932726 16.0170382)
Odur,,station,,,,,,,,,5311735060,nodes,POINT (79.8558624 14.0718618)
Gudur Junction,,station,,,,,,,,,706937197,nodes,POINT (79.845649 14.1486686)
Mallasandra,,station,,,,,,,,,853082530,nodes,POINT (77.015439 13.3349714)
B.G Nagar,,station,,,,,,,,,5416750422,nodes,POINT (76.7331266 12.9682877)
Ballekere,,station,,,,,,,,,6089324182,nodes,POINT (76.0254157 13.4991629)
Devanur,,station,,,,,,,,,6089324161,nodes,POINT (76.0928931 13.4354386)
Ghorpuri,,station,,,,,,,,,2257797308,nodes,POINT (73.8939317 18.528148)
Settigunta,,station,,,,,,,,,335867995,nodes,POINT (79.3841762 13.870358)
Balapalle,,station,,,,,,,,,2527694958,nodes,POINT (79.4064823 13.8115549)
Nashik Road,,station,,,,,,,,,794350354,nodes,POINT (73.8420837 19.9480582)
Dehu Road,,station,,,,,,,,,5764399442,nodes,POINT (73.7343306 18.680047)
Summit,,station,,,,,,,,,6171506365,nodes,POINT (74.3439352 20.2115322)
Harebetta,,station,,,,,,,,,6086984618,nodes,POINT (75.6221619 12.8232355)
Yedekumeri,,station,,,,,,,,,707127170,nodes,POINT (75.6640011 12.8232246)
